id_pelanggan,kota,metode_bayar,jenis_kelamin,pernah_komplain,berlangganan_premium,kepuasan,tingkat_membership,usia,jumlah_transaksi,jumlah_produk_dilihat,total_belanja,lama_langganan_bulan,rata_rata_rating,tahun_bergabung,tanggal_transaksi_terakhir,ulasan
CUST-0032,Makassar,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Bronze,24,22,10,1875000.0,27.9,4.7,2022,2024-12-25,sangat puas belanja lagi di sini
CUST-0555,Jakarta,E-Wallet,L,Tidak,Tidak,Rendah,Bronze,17,5,34,1378000.0,10.4,4.1,2024,2024-08-12,produk tidak sesuai deskripsi
CUST-0211,Bandung,Kartu Kredit,L,Tidak,Ya,Sedang,Bronze,42,10,35,575000.0,2.9,3.1,2024,2025-03-29,cukup baik walau kemasan kurang rapi
CUST-0975,Jakarta,E-Wallet,L,Tidak,Tidak,,Silver,17,21,17,3931000.0,34.1,4.4,2022,2024-10-29,pengiriman cepat barang aman sampai
CUST-0618,Surabaya,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Silver,26,33,35,3010000.0,51.2,4.7,2020,2024-08-25,kualitas produk bagus penjual ramah
CUST-0814,Bandung,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Bronze,40,9,35,1807000.0,7.2,4.5,2024,2025-02-17,kualitas produk bagus penjual ramah
CUST-0421,Bandung,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,24,6,18,,21.1,4.5,2023,2024-07-26,barang sesuai deskripsi pengiriman cepat
CUST-0938,Jakarta,E-Wallet,P,Tidak,Tidak,Sedang,Silver,41,16,21,3248000.0,34.2,4.1,2022,2024-08-24,cukup baik walau kemasan kurang rapi
CUST-1226,Makassar,Kartu Kredit,P,Tidak,Tidak,Sedang,Bronze,55,9,47,1662000.0,7.2,3.6,2024,2024-11-13,cukup baik walau kemasan kurang rapi
CUST-1485,Bandung,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,40,8,17,726000.0,18.3,3.9,2023,2024-08-13,barang sesuai tapi pengiriman agak lama
CUST-0189,Bandung,E-Wallet,L,Tidak,Tidak,,Bronze,32,20,6,1104000.0,37.7,3.9,2021,2024-06-24,kualitas produk standar harga wajar
CUST-0611,Surabaya,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,42,15,26,5214000.0,43.2,4.7,2021,2025-05-16,sangat puas belanja lagi di sini
CUST-0942,Medan,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,17,20,42,1263000.0,30.2,4.5,2022,2024-09-23,kualitas produk bagus penjual ramah
CUST-1406,Jakarta,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,22,1,4,404000.0,1.8,3.7,2024,2024-08-11,cukup baik walau kemasan kurang rapi
CUST-0463,Makassar,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,20,18,12,982000.0,43.2,,2021,2024-11-06,kualitas produk bagus penjual ramah
CUST-0430,Medan,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,31,1,21,97000.0,9.1,5.0,2024,2024-08-16,barang sesuai deskripsi pengiriman cepat
CUST-0907,Surabaya,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,48,21,9,1531000.0,45.0,4.4,2021,2025-06-01,sangat puas belanja lagi di sini
CUST-0084,Jakarta,Transfer Bank,P,Tidak,Tidak,Rendah,Bronze,36,1,38,128000.0,5.9,3.1,2024,2024-05-30,pengiriman lama kemasan rusak
CUST-1405,Jakarta,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Silver,38,18,20,2683000.0,33.0,4.7,2022,2024-11-03,barang sesuai deskripsi pengiriman cepat
CUST-0049,Bandung,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,37,16,36,883000.0,16.7,4.3,2023,2025-02-14,kualitas produk bagus penjual ramah
CUST-1119,Jakarta,Kartu Kredit,L,Tidak,Tidak,Rendah,Bronze,48,7,8,1233000.0,14.6,3.5,2023,2024-08-09,produk tidak sesuai deskripsi
CUST-0156,Bandung,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Bronze,38,5,27,619000.0,6.7,4.5,2024,2024-08-19,sangat puas belanja lagi di sini
CUST-0533,Surabaya,E-Wallet,L,Ya,Tidak,Sedang,Silver,38,26,30,2990000.0,42.6,4.3,2021,2024-12-19,kualitas produk standar harga wajar
CUST-1145,Surabaya,Transfer Bank,L,Tidak,Tidak,Tinggi,Bronze,25,30,33,1303000.0,51.3,,2020,2024-08-01,pengiriman cepat barang aman sampai
CUST-1252,JAKARTA,Kartu Kredit,L,Tidak,Tidak,Sedang,Bronze,37,18,48,1620000.0,31.3,3.5,2022,2024-07-25,cukup baik walau kemasan kurang rapi
CUST-1349,Surabaya,Kartu Kredit,P,Tidak,Tidak,Sedang,Bronze,58,12,27,528000.0,16.6,4.0,2023,2025-06-01,cukup baik walau kemasan kurang rapi
CUST-0812,Jakarta,Transfer Bank,L,Tidak,Tidak,Tinggi,Bronze,26,17,31,518000.0,17.9,4.1,2023,2024-07-21,penjual responsif pelayanan memuaskan
CUST-1233,Jakarta,E-Wallet,P,Tidak,Ya,Tinggi,Bronze,43,19,21,943000.0,12.6,4.6,2023,2025-06-28,penjual responsif pelayanan memuaskan
CUST-1484,Jakarta,E-Wallet,L,Tidak,Tidak,,Silver,32,28,35,2451000.0,46.4,3.9,2021,2024-07-17,kualitas produk standar harga wajar
CUST-1401,Surabaya,E-Wallet,P,Tidak,Tidak,Sedang,Silver,29,25,38,2198000.0,32.7,4.1,2022,2024-07-15,barang sesuai tapi pengiriman agak lama
CUST-0180,Bandung,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,41,9,19,936000.0,26.4,4.3,2022,2025-01-02,kualitas produk bagus penjual ramah
CUST-0980,Jakarta,COD,P,Tidak,Ya,Tinggi,Silver,49,27,30,3531000.0,42.6,4.5,2021,2024-12-03,pengiriman cepat barang aman sampai
CUST-1250,Makassar,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Bronze,31,13,14,,36.5,4.2,2021,2024-06-09,sangat puas belanja lagi di sini
CUST-0870,Jakarta,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,32,18,41,,34.2,3.5,2022,2024-09-09,barang sesuai tapi pengiriman agak lama
CUST-1374,Medan,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Silver,56,25,20,2351000.0,49.5,5.0,2020,2024-05-31,sangat puas belanja lagi di sini
CUST-0821,Jakarta,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Silver,53,25,18,3403000.0,39.8,4.4,2021,2024-08-01,kualitas produk bagus penjual ramah
CUST-0364,Jakarta,E-Wallet,P,Tidak,Ya,Tinggi,Bronze,46,3,41,335000.0,8.6,3.9,2024,2024-07-10,produk bagus harga sesuai kualitas
CUST-1404,Jakarta,COD,L,Tidak,Ya,Sangat Tinggi,Silver,17,25,23,4391000.0,31.4,5.0,2022,2025-03-10,sangat puas belanja lagi di sini
CUST-1202,Surabaya,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,25,1,25,,21.3,4.9,2023,2024-09-27,barang sesuai deskripsi pengiriman cepat
CUST-0347,Makassar,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,21,36,26,6144000.0,57.3,5.0,2020,2024-08-19,kualitas produk bagus penjual ramah
CUST-1418,Surabaya,Kartu Kredit,L,Tidak,Tidak,Sangat Tinggi,Silver,28,31,35,5554000.0,52.8,5.0,2020,2025-01-20,sangat puas belanja lagi di sini
CUST-0789,Medan,Transfer Bank,L,Tidak,Ya,Tinggi,Silver,35,32,34,3335000.0,45.7,4.4,2021,2025-01-13,pengiriman cepat barang aman sampai
CUST-0662,Medan,Transfer Bank,P,Tidak,Tidak,Tinggi,Bronze,48,39,12,,53.1,4.3,2020,2025-04-08,penjual responsif pelayanan memuaskan
CUST-0965,Makassar,Transfer Bank,L,Ya,Tidak,Sangat Rendah,Bronze,50,6,38,203000.0,6.7,3.7,2024,2024-08-16,sangat kecewa produk tidak sesuai
CUST-1395,Medan,COD,L,Ya,Ya,Rendah,Silver,31,25,13,2244000.0,51.5,4.1,2020,2025-01-28,penjual lambat membalas pesan
CUST-0572,Medan,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,29,14,39,1589000.0,32.4,4.2,2022,2025-04-25,barang sesuai tapi pengiriman agak lama
CUST-1118,Medan,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Bronze,30,19,24,1617000.0,41.7,5.0,2021,2024-09-19,sangat puas belanja lagi di sini
CUST-0244,Surabaya,COD,L,Tidak,Ya,Sedang,Silver,37,24,18,2574000.0,47.7,3.4,2021,2024-12-15,barang sesuai tapi pengiriman agak lama
CUST-0809,Surabaya,E-Wallet,P,Tidak,Tidak,Sangat Rendah,Bronze,27,10,2,1485000.0,26.0,3.3,2022,2025-04-25,pengiriman sangat lama dan barang cacat
CUST-1099,Medan,COD,P,Tidak,Tidak,Sangat Tinggi,Bronze,25,3,16,376000.0,14.9,4.4,2023,2024-07-04,barang sesuai deskripsi pengiriman cepat
CUST-1075,Medan,E-Wallet,L,Tidak,Ya,,Silver,30,34,49,2211000.0,48.0,3.1,2021,2025-04-09,produk tidak sesuai deskripsi
CUST-1067,Surabaya,Transfer Bank,L,Tidak,Tidak,Sedang,Silver,41,23,44,2998000.0,43.5,3.1,2021,2024-10-25,cukup baik walau kemasan kurang rapi
CUST-0414,Makassar,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,23,35,12,1724000.0,56.9,4.7,2020,2025-05-12,sangat puas belanja lagi di sini
CUST-1424,Surabaya,E-Wallet,L,Tidak,Ya,Rendah,Silver,54,14,44,2146000.0,30.3,3.5,2022,2024-10-07,produk tidak sesuai deskripsi
CUST-1150,Makassar,Kartu Kredit,L,Tidak,Tidak,Tinggi,Silver,17,24,27,,36.5,4.0,2021,2024-07-21,penjual responsif pelayanan memuaskan
CUST-0309,Jakarta,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,45,14,31,2473000.0,21.6,4.8,2023,2024-06-15,kualitas produk bagus penjual ramah
CUST-0887,Surabaya,COD,P,Tidak,Tidak,Tinggi,Bronze,30,5,33,1242000.0,26.1,4.0,2022,2024-07-04,produk bagus harga sesuai kualitas
CUST-0399,Surabaya,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Silver,39,15,26,3328000.0,33.9,5.0,2022,2024-11-06,sangat puas belanja lagi di sini
CUST-0371,Medan,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,43,21,32,1264000.0,53.0,4.4,2020,2024-05-27,sangat puas belanja lagi di sini
CUST-0055,Bandung,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,35,5,20,391000.0,2.6,3.4,2024,2025-06-05,barang sesuai tapi pengiriman agak lama
CUST-1315,Jakarta,Transfer Bank,L,Tidak,Ya,Tinggi,Silver,17,18,24,5245000.0,19.4,3.7,2023,2024-09-07,pengiriman cepat barang aman sampai
CUST-1100,Jakarta,COD,P,Tidak,Tidak,Sedang,Bronze,22,4,32,692000.0,1.6,3.9,2024,2025-01-29,cukup baik walau kemasan kurang rapi
CUST-0313,Jakarta,Kartu Kredit,P,Tidak,Ya,Sangat Tinggi,Silver,33,22,26,2947000.0,57.2,4.4,2020,2024-06-13,kualitas produk bagus penjual ramah
CUST-0927,Jakarta,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Bronze,20,4,41,1014000.0,16.4,4.6,2023,2025-06-08,kualitas produk bagus penjual ramah
CUST-0110,Makassar,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,23,21,22,1024000.0,36.4,4.9,2021,2025-02-24,barang sesuai deskripsi pengiriman cepat
CUST-1088,Medan,Transfer Bank,P,Tidak,Tidak,Tinggi,Bronze,34,7,34,1242000.0,17.0,3.7,2023,2024-08-10,penjual responsif pelayanan memuaskan
CUST-0712,Bandung,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,51,34,21,3374000.0,51.5,5.0,2020,2024-07-16,kualitas produk bagus penjual ramah
CUST-0101,Makassar,COD,P,Tidak,Ya,Tinggi,Bronze,17,11,25,935000.0,33.6,4.1,2022,2024-12-09,penjual responsif pelayanan memuaskan
CUST-0452,Medan,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,39,13,20,418000.0,17.8,4.7,2023,2024-05-27,barang sesuai deskripsi pengiriman cepat
CUST-1297,Jakarta,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,32,20,35,1508000.0,41.5,4.7,2021,2025-06-21,kualitas produk bagus penjual ramah
CUST-1379,Bandung,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,55,12,23,1593000.0,26.1,5.0,2022,2024-12-14,barang sesuai deskripsi pengiriman cepat
CUST-0267,Jakarta,COD,L,Tidak,Tidak,Sangat Tinggi,Bronze,43,8,15,940000.0,5.4,5.0,2024,2024-10-11,kualitas produk bagus penjual ramah
CUST-0683,Jakarta,Kartu Kredit,L,Ya,Ya,Sedang,Silver,57,13,19,4907000.0,36.0,4.6,2022,2024-10-23,barang sesuai tapi pengiriman agak lama
CUST-0297,Makassar,E-Wallet,P,Tidak,Tidak,Sangat Rendah,Silver,17,24,9,3516000.0,48.5,2.8,2020,2025-06-21,sangat kecewa produk tidak sesuai
CUST-0577,Makassar,COD,P,Tidak,Ya,Sangat Tinggi,Silver,34,12,33,4856000.0,27.2,4.8,2022,2024-12-19,sangat puas belanja lagi di sini
CUST-0950,Jakarta,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Silver,34,30,17,6803000.0,53.5,4.9,2020,2025-05-30,barang sesuai deskripsi pengiriman cepat
CUST-1428,Jakarta,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,37,1,15,128000.0,10.5,4.5,2024,2024-08-28,barang sesuai deskripsi pengiriman cepat
CUST-1440,Makassar,Transfer Bank,L,Tidak,Tidak,Tinggi,Silver,45,35,29,,55.1,4.0,2020,2025-04-04,produk bagus harga sesuai kualitas
CUST-0378,Surabaya,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,43,23,13,1288000.0,52.7,3.4,2020,2025-06-27,cukup baik walau kemasan kurang rapi
CUST-0287,Jakarta,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,23,9,24,1579000.0,30.8,5.0,2022,2025-02-09,barang sesuai deskripsi pengiriman cepat
CUST-1442,Jakarta,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Silver,40,27,34,3363000.0,49.3,4.1,2020,2024-11-12,sangat puas belanja lagi di sini
CUST-1006,Surabaya,Transfer Bank,L,Tidak,Tidak,Rendah,Bronze,17,19,4,1709000.0,27.8,3.4,2022,2025-02-28,produk tidak sesuai deskripsi
CUST-0127,Jakarta,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,54,6,31,786000.0,15.5,,2023,2024-12-25,kualitas produk bagus penjual ramah
CUST-0328,Surabaya,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,26,12,11,513000.0,35.2,4.0,2022,2024-06-30,kualitas produk standar harga wajar
CUST-0293,Makassar,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,50,24,24,1049000.0,54.6,5.0,2020,2025-03-05,kualitas produk bagus penjual ramah
CUST-0552,Jakarta,Transfer Bank,P,Tidak,Tidak,Tinggi,Bronze,43,7,7,1449000.0,15.2,4.3,2023,2025-06-08,pengiriman cepat barang aman sampai
CUST-1302,Bandung,E-Wallet,P,Tidak,Ya,Rendah,Silver,47,21,37,3424000.0,39.9,3.4,2021,2024-08-13,produk tidak sesuai deskripsi
CUST-1199,Jakarta,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Silver,37,20,30,4109000.0,42.6,4.1,2021,2024-06-30,kualitas produk bagus penjual ramah
CUST-0356,Surabaya,COD,L,Tidak,Ya,Sangat Tinggi,Bronze,27,18,36,1152000.0,30.5,4.9,2022,2025-01-15,kualitas produk bagus penjual ramah
CUST-0171,JAKARTA,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Gold,54,34,21,9394000.0,58.9,5.0,2020,2024-12-06,kualitas produk bagus penjual ramah
CUST-0848,Bandung,Kartu Kredit,P,Tidak,Ya,Sangat Tinggi,Bronze,25,8,20,713000.0,25.6,4.7,2022,2024-09-16,sangat puas belanja lagi di sini
CUST-0742,Jakarta,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Bronze,36,9,19,843000.0,22.4,5.0,2023,2025-05-16,kualitas produk bagus penjual ramah
CUST-0627,Medan,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,60,24,30,1071000.0,38.9,4.8,2021,2025-02-13,barang sesuai deskripsi pengiriman cepat
CUST-0210,Surabaya,Transfer Bank,L,Tidak,Tidak,Tinggi,Silver,40,25,30,5394000.0,50.9,4.2,2020,2025-05-15,pengiriman cepat barang aman sampai
CUST-1050,Jakarta,Transfer Bank,P,Tidak,Tidak,Sangat Rendah,Silver,19,11,50,2130000.0,18.2,2.8,2023,2024-11-23,sangat kecewa produk tidak sesuai
CUST-0523,Jakarta,Transfer Bank,L,Tidak,Tidak,Sedang,Bronze,44,9,22,757000.0,3.6,3.7,2024,2025-03-31,barang sesuai tapi pengiriman agak lama
CUST-0141,Surabaya,Kartu Kredit,L,Tidak,Tidak,Sedang,Bronze,29,9,5,411000.0,12.2,3.6,2023,2025-02-26,cukup baik walau kemasan kurang rapi
CUST-1086,Bandung,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,24,22,20,,45.6,5.0,2021,2024-09-24,kualitas produk bagus penjual ramah
CUST-1423,Surabaya,Transfer Bank,P,Tidak,Tidak,Sedang,Silver,47,18,4,4005000.0,17.7,3.6,2023,2025-03-10,barang sesuai tapi pengiriman agak lama
CUST-0655,Medan,E-Wallet,L,Ya,Tidak,Sangat Rendah,Bronze,56,26,33,1030000.0,31.7,3.0,2022,2024-09-25,pengiriman sangat lama dan barang cacat
CUST-1192,Surabaya,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,55,8,33,2054000.0,17.0,4.6,2023,2025-02-01,barang sesuai deskripsi pengiriman cepat
CUST-1351,Medan,E-Wallet,L,Tidak,Ya,Tinggi,Bronze,30,1,14,58000.0,3.2,4.3,2024,2024-10-03,penjual responsif pelayanan memuaskan
CUST-1277,Jakarta,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,46,9,50,1142000.0,24.2,3.4,2022,2024-12-26,cukup baik walau kemasan kurang rapi
CUST-0528,Makassar,E-Wallet,L,Tidak,Tidak,Rendah,Bronze,51,1,34,83000.0,2.6,3.2,2024,2025-02-02,pengiriman lama kemasan rusak
CUST-0200,Jakarta,Kartu Kredit,P,Tidak,Ya,Rendah,Gold,18,38,9,,59.4,3.4,2020,2024-06-27,produk tidak sesuai deskripsi
CUST-0908,Jakarta,Transfer Bank,P,Tidak,Tidak,Sangat Rendah,Bronze,21,22,46,972000.0,48.7,2.2,2020,2025-03-31,pengiriman sangat lama dan barang cacat
CUST-1439,Makassar,Transfer Bank,L,Tidak,Tidak,Tinggi,Bronze,25,4,30,646000.0,14.2,4.2,2023,2024-07-13,produk bagus harga sesuai kualitas
CUST-0713,Medan,Kartu Kredit,P,Tidak,Ya,Sangat Tinggi,Bronze,29,16,27,1191000.0,19.4,4.9,2023,2025-04-27,barang sesuai deskripsi pengiriman cepat
CUST-0495,Medan,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,37,30,26,1437000.0,51.0,4.9,2020,2024-07-04,sangat puas belanja lagi di sini
CUST-1455,Surabaya,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Silver,34,32,25,5192000.0,57.4,4.7,2020,2025-06-05,barang sesuai deskripsi pengiriman cepat
CUST-0011,Surabaya,Transfer Bank,L,Tidak,Tidak,Sedang,Silver,22,33,8,2024000.0,45.8,3.0,2021,2025-01-12,cukup baik walau kemasan kurang rapi
CUST-0148,Surabaya,Kartu Kredit,P,Tidak,Tidak,Tinggi,Bronze,46,17,41,1861000.0,20.3,4.7,2023,2025-04-19,produk bagus harga sesuai kualitas
CUST-1375,Makassar,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Silver,41,22,36,2030000.0,33.4,4.9,2022,2025-03-22,sangat puas belanja lagi di sini
CUST-0283,Jakarta,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,33,7,25,1725000.0,24.0,4.7,2023,2024-12-14,sangat puas belanja lagi di sini
CUST-0299,Medan,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Bronze,31,7,18,582000.0,17.5,4.2,2023,2024-08-21,sangat puas belanja lagi di sini
CUST-1497,Medan,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,31,22,24,1507000.0,20.6,4.2,2023,2024-12-27,kualitas produk standar harga wajar
CUST-0292,Jakarta,E-Wallet,P,Ya,Ya,Sedang,Silver,46,30,9,5432000.0,55.8,4.5,2020,2025-02-11,cukup baik walau kemasan kurang rapi
CUST-0568,Jakarta,COD,P,Tidak,Ya,Tinggi,Silver,43,17,26,2694000.0,30.6,4.3,2022,2025-02-09,produk bagus harga sesuai kualitas
CUST-0602,Medan,Transfer Bank,L,Tidak,Tidak,Sedang,Bronze,34,1,20,88000.0,7.7,4.0,2024,2024-06-28,kualitas produk standar harga wajar
CUST-1220,Jakarta,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,25,7,28,633000.0,12.5,5.0,2023,2024-10-16,sangat puas belanja lagi di sini
CUST-0893,Jakarta,E-Wallet,P,Tidak,Ya,Tinggi,Bronze,43,3,26,365000.0,4.8,3.8,2024,2025-01-12,pengiriman cepat barang aman sampai
CUST-0902,Jakarta,Kartu Kredit,P,Tidak,Tidak,Rendah,Bronze,54,12,12,617000.0,32.1,4.0,2022,2024-12-09,produk tidak sesuai deskripsi
CUST-0130,Bandung,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,26,4,25,257000.0,7.9,5.0,2024,2024-10-03,sangat puas belanja lagi di sini
CUST-0583,Jakarta,Kartu Kredit,L,Tidak,Tidak,Tinggi,Silver,32,29,18,2329000.0,45.2,4.3,2021,2024-12-25,pengiriman cepat barang aman sampai
CUST-0332,Jakarta,COD,L,Tidak,Ya,Sangat Tinggi,Silver,39,20,23,2169000.0,57.5,4.4,2020,2024-09-07,kualitas produk bagus penjual ramah
CUST-0324,Surabaya,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,44,2,21,132000.0,7.5,4.0,2024,2024-10-05,barang sesuai tapi pengiriman agak lama
CUST-1384,Makassar,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,37,9,32,810000.0,4.7,4.9,2024,2024-11-14,sangat puas belanja lagi di sini
CUST-0482,Jakarta,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,31,12,15,1634000.0,28.4,4.8,2022,2024-05-30,sangat puas belanja lagi di sini
CUST-1111,Jakarta,COD,L,Ya,Ya,Rendah,Silver,40,35,18,7243000.0,57.5,3.4,2020,2024-10-21,produk tidak sesuai deskripsi
CUST-0136,Jakarta,E-Wallet,P,Ya,Tidak,Sedang,Bronze,35,1,13,279000.0,15.6,5.0,2023,2024-12-12,kualitas produk standar harga wajar
CUST-1446,Bandung,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Bronze,46,30,9,1440000.0,39.6,4.6,2021,2025-06-10,barang sesuai deskripsi pengiriman cepat
CUST-1190,Bandung,E-Wallet,P,Tidak,Tidak,Tinggi,Silver,39,16,36,2616000.0,39.9,3.7,2021,2024-08-20,penjual responsif pelayanan memuaskan
CUST-1304,Jakarta,E-Wallet,L,Tidak,Ya,Tinggi,Silver,30,16,13,,29.2,3.7,2022,2024-06-22,penjual responsif pelayanan memuaskan
CUST-0436,Jakarta,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Silver,31,9,33,2401000.0,23.9,4.5,2023,2024-07-01,kualitas produk bagus penjual ramah
CUST-1007,Makassar,COD,P,Tidak,Ya,Sangat Tinggi,Bronze,21,26,23,1166000.0,48.9,4.9,2020,2025-06-22,sangat puas belanja lagi di sini
CUST-0661,Jakarta,E-Wallet,L,Tidak,Tidak,,Bronze,46,11,22,1294000.0,20.6,3.5,2023,2024-08-30,barang sesuai tapi pengiriman agak lama
CUST-1247,Bandung,Transfer Bank,P,Tidak,Tidak,Sedang,Silver,44,35,33,2336000.0,52.9,3.7,2020,2025-02-11,kualitas produk standar harga wajar
CUST-0670,Surabaya,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,24,30,8,2729000.0,50.8,5.0,2020,2024-11-28,kualitas produk bagus penjual ramah
CUST-0159,Bandung,E-Wallet,P,Tidak,Ya,Sedang,Bronze,38,1,38,55000.0,1.2,4.3,2024,2025-04-22,cukup baik walau kemasan kurang rapi
CUST-1207,Bandung,COD,L,Tidak,Tidak,Tinggi,Bronze,30,13,31,1696000.0,33.1,3.9,2022,2024-08-14,penjual responsif pelayanan memuaskan
CUST-1296,Surabaya,E-Wallet,L,Tidak,Tidak,Sedang,Gold,21,44,13,17898000.0,59.0,4.1,2020,2025-03-28,kualitas produk standar harga wajar
CUST-0579,Medan,E-Wallet,P,Tidak,Tidak,Sedang,Silver,59,29,20,,58.2,4.1,2020,2025-05-18,barang sesuai tapi pengiriman agak lama
CUST-0353,Bandung,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,30,21,27,1772000.0,46.0,3.5,2021,2025-02-27,kualitas produk standar harga wajar
CUST-0728,Jakarta,Transfer Bank,L,Ya,Tidak,Rendah,Bronze,46,14,24,1910000.0,17.2,4.7,2023,2024-10-27,penjual lambat membalas pesan
CUST-1299,Bandung,E-Wallet,P,Tidak,Tidak,Rendah,Bronze,24,28,4,1949000.0,54.6,3.1,2020,2024-08-25,penjual lambat membalas pesan
CUST-0846,Medan,Transfer Bank,P,Ya,Ya,Sangat Rendah,Bronze,34,1,43,96000.0,5.7,3.6,2024,2025-05-16,pengiriman sangat lama dan barang cacat
CUST-1027,Makassar,COD,P,Tidak,Tidak,Tinggi,Bronze,35,20,30,1614000.0,36.4,4.2,2021,2024-10-21,produk bagus harga sesuai kualitas
CUST-0622,Surabaya,Transfer Bank,L,Tidak,Tidak,Tinggi,Bronze,31,6,27,420000.0,17.1,4.9,2023,2024-12-09,pengiriman cepat barang aman sampai
CUST-1372,Makassar,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Silver,29,21,25,,50.6,4.3,2020,2025-06-25,barang sesuai deskripsi pengiriman cepat
CUST-0196,Jakarta,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Silver,29,19,24,6094000.0,25.5,4.2,2022,2024-08-26,kualitas produk bagus penjual ramah
CUST-1244,Jakarta,Kartu Kredit,P,Tidak,Ya,Sangat Tinggi,Silver,35,26,21,2272000.0,49.4,4.3,2020,2025-05-27,sangat puas belanja lagi di sini
CUST-0515,Jakarta,E-Wallet,P,Tidak,Tidak,Tinggi,Bronze,29,3,36,,9.8,4.1,2024,2024-08-17,produk bagus harga sesuai kualitas
CUST-0439,Bandung,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Silver,21,28,29,4203000.0,51.4,5.0,2020,2024-11-13,sangat puas belanja lagi di sini
CUST-1156,Jakarta,COD,L,Tidak,Tidak,Sangat Tinggi,Silver,30,27,23,7362000.0,44.9,4.8,2021,2025-04-09,barang sesuai deskripsi pengiriman cepat
CUST-0850,Makassar,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Silver,18,44,20,3020000.0,57.3,4.4,2020,2025-04-10,sangat puas belanja lagi di sini
